City,Time,O3,PM2.5,PM10,CO,SO2,NO2,Temp,RHum,WSpd,O3_P1,O3_P4,O3_P8,O3_P24,PM2.5_P1,PM2.5_P4,PM2.5_P8,PM2.5_P24
Bangkok,2019-02-26 08:00:00+00:00,0.037,,38.0,0.42,0.0,0.0,32.7,60.0,5.5,0.036,0.022,0.021,0.048,,,,
Bangkok,2019-02-26 09:00:00+00:00,0.036,,38.0,0.45,0.0,0.0,31.7,65.0,9.4,0.033,0.020499999999999997,0.025,0.047,,,,
Bangkok,2019-02-26 10:00:00+00:00,0.033,,38.0,0.47,0.0,0.002,31.6,64.0,5.5,0.026,0.019,0.025,0.037,,,,
Bangkok,2019-02-26 11:00:00+00:00,0.026,,38.0,0.57,0.0,0.004,30.5,69.0,3.7,0.022,0.018,0.024,0.03,,,,
Bangkok,2019-02-26 12:00:00+00:00,0.022,,38.0,0.58,0.0,0.005,29.5,71.0,7.6,0.020499999999999997,0.021,0.021,0.027,,,,
Bangkok,2019-02-26 13:00:00+00:00,0.020499999999999997,,38.0,0.56,0.0,0.006,28.8,77.0,3.7,0.019,0.025,0.02,0.024,,,,
Bangkok,2019-02-26 14:00:00+00:00,0.019,,38.0,0.54,0.0,0.007,28.4,79.0,3.7,0.018,0.025,0.011,0.026,,,,
Bangkok,2019-02-26 15:00:00+00:00,0.018,,37.0,0.5,0.0,0.006,28.0,84.0,5.4,0.021,0.024,0.002,0.028,,,,
Bangkok,2019-02-26 16:00:00+00:00,0.021,,37.0,0.46,0.0,0.003,28.0,81.0,3.7,0.025,0.021,0.002,0.032,,,,
Bangkok,2019-02-26 17:00:00+00:00,0.025,,37.0,0.42,0.0,0.001,27.8,82.0,3.7,0.025,0.02,0.01,0.034,,,,
Bangkok,2019-02-26 18:00:00+00:00,0.025,,37.0,0.38,0.0,0.0,27.5,78.0,3.6,0.024,0.011,0.021,0.035,,,,
Bangkok,2019-02-26 19:00:00+00:00,0.024,,37.0,0.38,0.0,0.0,27.4,84.0,1.8,0.021,0.002,0.029,0.034,,,,
Bangkok,2019-02-26 20:00:00+00:00,0.021,,37.0,0.47,0.0,0.001,27.2,85.0,1.8,0.02,0.002,0.037,0.031,,,,
Bangkok,2019-02-26 21:00:00+00:00,0.02,,37.0,0.46,0.0,0.003,26.5,83.0,0.0,0.011,0.01,0.041499999999999995,0.03,,,,
Bangkok,2019-02-26 22:00:00+00:00,0.011,,37.0,0.64,0.0,0.012,27.0,85.0,1.8,0.002,0.021,0.046,0.025,,,,
Bangkok,2019-02-26 23:00:00+00:00,0.002,,37.0,1.12,0.001,0.023,27.1,84.0,1.8,0.002,0.029,0.046,0.016,,,,
Bangkok,2019-02-27 00:00:00+00:00,0.002,,38.0,1.68,0.001,0.023,26.8,84.0,0.0,0.01,0.037,0.048,0.014,,,,
Bangkok,2019-02-27 01:00:00+00:00,0.01,,39.0,1.07,0.001,0.018,28.2,79.0,1.8,0.021,0.041499999999999995,0.047,0.022,,,,
Bangkok,2019-02-27 02:00:00+00:00,0.021,,39.0,0.67,0.0,0.011,29.4,73.0,3.7,0.029,0.046,0.037,0.03,,,,
Bangkok,2019-02-27 03:00:00+00:00,0.029,,39.0,0.61,0.0,0.009,30.5,68.0,3.6,0.037,0.046,0.03,0.034,,,,
Bangkok,2019-02-27 04:00:00+00:00,0.037,,40.0,0.56,0.0,0.008,31.4,64.0,5.5,0.041499999999999995,0.048,0.027,0.036,,,,
Bangkok,2019-02-27 05:00:00+00:00,0.041499999999999995,,40.5,0.515,0.0,0.005,32.3,61.0,5.5,0.046,0.047,0.024,0.039,,,,
Bangkok,2019-02-27 06:00:00+00:00,0.046,,41.0,0.47,0.0,0.002,32.5,58.0,3.6,0.046,0.037,0.026,0.042,,,,
Bangkok,2019-02-27 07:00:00+00:00,0.046,,41.0,0.55,0.0,0.006,33.1,58.0,5.5,0.048,0.03,0.028,0.05,,,,
Bangkok,2019-02-27 08:00:00+00:00,0.048,,42.0,0.59,0.0,0.005,33.1,57.0,5.5,0.047,0.027,0.032,0.057,,,,
Bangkok,2019-02-27 09:00:00+00:00,0.047,,43.0,0.61,0.0,0.007,33.5,54.0,1.8,0.037,0.024,0.034,0.044,,,,
Bangkok,2019-02-27 10:00:00+00:00,0.037,,44.0,0.66,0.0,0.009,31.9,62.0,3.7,0.03,0.026,0.035,0.03,,,,
Bangkok,2019-02-27 11:00:00+00:00,0.03,,45.0,0.7,0.0,0.009,30.7,67.0,3.7,0.027,0.028,0.034,0.0245,,,,
Bangkok,2019-02-27 12:00:00+00:00,0.027,,45.0,0.6799999999999999,0.0,0.0085,30.0,70.0,5.4,0.024,0.032,0.031,0.019,,,,
Bangkok,2019-02-27 13:00:00+00:00,0.024,,45.0,0.66,0.0,0.008,29.0,76.0,3.7,0.026,0.034,0.03,0.018,,,,
Bangkok,2019-02-27 14:00:00+00:00,0.026,,45.0,0.58,0.0,0.006,28.6,79.0,3.7,0.028,0.035,0.025,0.021,,,,
Bangkok,2019-02-27 15:00:00+00:00,0.028,,45.0,0.53,0.0,0.004,28.5,81.0,0.0,0.032,0.034,0.016,0.027,,,,
Bangkok,2019-02-27 16:00:00+00:00,0.032,,46.0,0.49,0.0,0.001,28.0,82.0,3.7,0.034,0.031,0.014,0.03,,,,
Bangkok,2019-02-27 17:00:00+00:00,0.034,,46.0,0.44,0.0,0.0,27.8,83.0,3.7,0.035,0.03,0.022,0.032,,,,
Bangkok,2019-02-27 18:00:00+00:00,0.035,,46.0,0.42,0.0,0.0,27.8,81.0,1.8,0.034,0.025,0.03,0.033,,,,
Bangkok,2019-02-27 19:00:00+00:00,0.034,,47.0,0.42,0.0,0.0,27.3,86.0,1.8,0.031,0.016,0.034,0.03,,,,
Bangkok,2019-02-27 20:00:00+00:00,0.031,,47.0,0.45,0.0,0.0,27.1,87.0,1.8,0.03,0.014,0.036,0.025,,,,
Bangkok,2019-02-27 21:00:00+00:00,0.03,,48.0,0.47,0.0,0.001,27.3,82.0,0.0,0.025,0.022,0.039,0.016,,,,
Bangkok,2019-02-27 22:00:00+00:00,0.025,,48.0,0.54,0.0,0.006,26.9,87.0,1.8,0.016,0.03,0.042,0.013,,,,
Bangkok,2019-02-27 23:00:00+00:00,0.016,,49.0,0.76,0.0,0.015,26.9,88.0,1.8,0.014,0.034,0.05,0.007,,,,
Bangkok,2019-02-28 00:00:00+00:00,0.014,,49.0,0.95,0.0,0.018,27.2,85.0,0.0,0.022,0.036,0.057,0.009,,,,
Bangkok,2019-02-28 01:00:00+00:00,0.022,,48.5,0.79,0.0,0.0125,28.1,81.0,1.8,0.03,0.039,0.044,0.022,,,,
Bangkok,2019-02-28 02:00:00+00:00,0.03,,48.0,0.63,0.0,0.007,29.4,75.0,3.7,0.034,0.042,0.03,0.028,,,,
Bangkok,2019-02-28 03:00:00+00:00,0.034,,49.0,0.56,0.0,0.005,30.5,67.0,9.4,0.036,0.05,0.0245,0.031,,,,
Bangkok,2019-02-28 04:00:00+00:00,0.036,,48.0,0.56,0.0,0.005,31.5,65.0,3.7,0.039,0.057,0.019,0.036,,,,
Bangkok,2019-02-28 05:00:00+00:00,0.039,,49.0,0.5,0.0,0.001,32.4,61.0,5.5,0.042,0.044,0.018,0.035,,,,
Bangkok,2019-02-28 06:00:00+00:00,0.042,,49.0,0.51,0.0,0.003,33.0,60.0,3.6,0.05,0.03,0.021,0.037,,,,
Bangkok,2019-02-28 07:00:00+00:00,0.05,,49.0,0.55,0.0,0.005,33.3,57.0,5.5,0.057,0.0245,0.027,0.035,,,,
Bangkok,2019-02-28 08:00:00+00:00,0.057,,49.0,0.61,0.001,0.005,33.4,56.0,3.7,0.044,0.019,0.03,0.037,,,,
Bangkok,2019-02-28 09:00:00+00:00,0.044,,49.0,0.6,0.0,0.002,33.6,55.0,7.6,0.03,0.018,0.032,0.033,,,,
Bangkok,2019-02-28 10:00:00+00:00,0.03,,49.0,0.65,0.0,0.004,32.1,62.0,3.7,0.0245,0.021,0.033,0.029,,,,
Bangkok,2019-02-28 11:00:00+00:00,0.0245,,48.5,0.72,0.0,0.0075,30.9,67.0,3.7,0.019,0.027,0.03,0.025,,,,
Bangkok,2019-02-28 12:00:00+00:00,0.019,,48.0,0.79,0.0,0.011,30.0,68.0,5.4,0.018,0.03,0.025,0.021,,,,
Bangkok,2019-02-28 13:00:00+00:00,0.018,,48.0,0.75,0.0,0.011,29.2,76.0,3.7,0.021,0.032,0.016,0.022,,,,
Bangkok,2019-02-28 14:00:00+00:00,0.021,,49.0,0.61,0.0,0.008,28.7,79.0,3.7,0.027,0.033,0.013,0.021,,,,
Bangkok,2019-02-28 15:00:00+00:00,0.027,,49.0,0.48,0.0,0.0,28.4,79.0,1.8,0.03,0.03,0.007,0.022,,,,
Bangkok,2019-02-28 16:00:00+00:00,0.03,,49.0,0.44,0.0,0.0,28.2,82.0,3.7,0.032,0.025,0.009,0.026,,,,
Bangkok,2019-02-28 17:00:00+00:00,0.032,,49.0,0.43,0.0,0.0,28.0,83.0,3.7,0.033,0.016,0.022,0.03,,,,
Bangkok,2019-02-28 18:00:00+00:00,0.033,,49.0,0.42,0.0,0.0,28.0,78.0,1.8,0.03,0.013,0.028,0.029,,,,
Bangkok,2019-02-28 19:00:00+00:00,0.03,,49.0,0.43,0.0,0.0,27.6,85.0,1.8,0.025,0.007,0.031,0.03,,,,
Bangkok,2019-02-28 20:00:00+00:00,0.025,,49.0,0.49,0.0,0.001,27.4,86.0,1.8,0.016,0.009,0.036,0.03,,,,
Bangkok,2019-02-28 21:00:00+00:00,0.016,,49.0,0.59,0.0,0.006,27.4,80.0,5.4,0.013,0.022,0.035,0.033,,,,
Bangkok,2019-02-28 22:00:00+00:00,0.013,,49.0,0.64,0.0,0.011,27.2,87.0,0.0,0.007,0.028,0.037,0.03,,,,
Bangkok,2019-02-28 23:00:00+00:00,0.007,,49.0,0.89,0.0,0.017,27.2,87.0,0.0,0.009,0.031,0.035,0.025,,,,
Bangkok,2019-03-01 00:00:00+00:00,0.009,,49.0,1.09,0.0,0.016,27.0,89.0,3.6,0.022,0.036,0.037,0.024,,,,
Bangkok,2019-03-01 01:00:00+00:00,0.022,,49.0,0.83,0.0,0.009,28.4,81.0,1.8,0.028,0.035,0.033,0.03,,,,
Bangkok,2019-03-01 02:00:00+00:00,0.028,,49.0,0.67,0.0,0.006,29.6,75.0,3.7,0.031,0.037,0.029,0.032,,,,
Bangkok,2019-03-01 03:00:00+00:00,0.031,,50.0,0.59,0.0,0.002,31.0,67.0,5.4,0.036,0.035,0.025,0.035,,,,
Bangkok,2019-03-01 04:00:00+00:00,0.036,,50.0,0.58,0.0,0.002,31.6,66.0,5.5,0.035,0.037,0.021,0.036,,,,
Bangkok,2019-03-01 05:00:00+00:00,0.035,,50.0,0.55,0.0,0.002,32.5,62.0,5.5,0.037,0.033,0.022,0.034,,,,
Bangkok,2019-03-01 06:00:00+00:00,0.037,,49.0,0.5,0.0,0.001,33.2,55.0,3.6,0.035,0.029,0.021,0.034,,,,
Bangkok,2019-03-01 07:00:00+00:00,0.035,,49.0,0.58,0.0,0.003,33.3,59.0,5.5,0.037,0.025,0.022,0.032,,,,
Bangkok,2019-03-01 08:00:00+00:00,0.037,,48.0,0.56,0.0,0.001,33.4,58.0,5.5,0.033,0.021,0.026,0.032,,,,
Bangkok,2019-03-01 09:00:00+00:00,0.033,,47.0,0.62,0.0,0.004,33.2,56.0,3.6,0.029,0.022,0.03,0.028,,,,
Bangkok,2019-03-01 10:00:00+00:00,0.029,,47.0,0.665,0.0,0.0045000000000000005,32.2,62.0,3.7,0.025,0.021,0.029,0.024,,,,
Bangkok,2019-03-01 11:00:00+00:00,0.025,,47.0,0.71,0.0,0.005,31.1,67.0,3.7,0.021,0.022,0.03,0.017,,,,
Bangkok,2019-03-01 12:00:00+00:00,0.021,,46.0,0.7,0.0,0.005,29.8,69.0,5.4,0.022,0.026,0.03,0.021,,,,
Bangkok,2019-03-01 13:00:00+00:00,0.022,,46.0,0.58,0.0,0.003,29.5,75.0,3.7,0.021,0.03,0.033,0.021,,,,
Bangkok,2019-03-01 14:00:00+00:00,0.021,,46.0,0.53,0.0,0.001,29.0,79.0,3.7,0.022,0.029,0.03,0.022,,,,
Bangkok,2019-03-01 15:00:00+00:00,0.022,,45.0,0.5,0.0,0.0,28.5,83.0,0.0,0.026,0.03,0.025,0.027,,,,
Bangkok,2019-03-01 16:00:00+00:00,0.026,,45.0,0.45,0.0,0.0,28.4,83.0,3.7,0.03,0.03,0.024,0.029,,,,
Bangkok,2019-03-01 17:00:00+00:00,0.03,,45.0,0.4,0.0,0.0,28.2,84.0,3.7,0.029,0.033,0.03,0.031,,,,
Bangkok,2019-03-01 18:00:00+00:00,0.029,,45.0,0.43,0.0,0.0,28.1,84.0,3.6,0.03,0.03,0.032,0.033,,,,
Bangkok,2019-03-01 19:00:00+00:00,0.03,,45.0,0.41,0.0,0.0,27.9,85.0,1.8,0.03,0.025,0.035,0.033,,,,
Bangkok,2019-03-01 20:00:00+00:00,0.03,,45.0,0.47,0.0,0.0,27.7,86.0,1.8,0.033,0.024,0.036,0.032,,,,
Bangkok,2019-03-01 21:00:00+00:00,0.033,,45.0,0.46,0.0,0.0,27.6,82.0,0.0,0.03,0.03,0.034,0.031,,,,
Bangkok,2019-03-01 22:00:00+00:00,0.03,,45.0,0.49,0.0,0.0,27.6,86.0,1.8,0.025,0.032,0.034,0.027,,,,
Bangkok,2019-03-01 23:00:00+00:00,0.025,,45.0,0.62,0.0,0.004,27.5,87.0,1.8,0.024,0.035,0.032,0.027,,,,
Bangkok,2019-03-02 00:00:00+00:00,0.024,,44.0,0.67,0.0,0.005,28.1,80.0,0.0,0.03,0.036,0.032,0.022,,,,
Bangkok,2019-03-02 01:00:00+00:00,0.03,,44.0,0.59,0.0,0.003,28.6,80.0,1.8,0.032,0.034,0.028,0.029,,,,
Bangkok,2019-03-02 02:00:00+00:00,0.032,,44.0,0.56,0.0,0.002,29.8,75.0,3.7,0.035,0.034,0.024,0.031,,,,
Bangkok,2019-03-02 03:00:00+00:00,0.035,,44.0,0.51,0.0,0.001,31.4,67.0,3.6,0.036,0.032,0.017,0.034,,,,
Bangkok,2019-03-02 04:00:00+00:00,0.036,,44.0,0.5,0.0,0.001,31.9,65.0,5.5,0.034,0.032,0.021,0.038,,,,
Bangkok,2019-03-02 05:00:00+00:00,0.034,,44.0,0.55,0.0,0.003,32.7,61.0,5.5,0.034,0.028,0.021,0.041,,,,
Bangkok,2019-03-02 06:00:00+00:00,0.034,,43.0,0.58,0.0,0.001,33.8,59.0,11.2,0.032,0.024,0.022,0.048,,,,
Bangkok,2019-03-02 07:00:00+00:00,0.032,,43.0,0.63,0.0,0.003,33.6,57.0,5.5,0.032,0.017,0.027,0.047,,,,
Bangkok,2019-03-02 08:00:00+00:00,0.032,,44.0,0.69,0.0,0.005,33.6,57.0,5.5,0.028,0.021,0.029,0.041,,,,
Bangkok,2019-03-02 09:00:00+00:00,0.028,,44.0,0.76,0.0,0.006999999999999999,34.0,57.0,1.8,0.024,0.021,0.031,0.035,,,,
Bangkok,2019-03-02 10:00:00+00:00,0.024,,44.0,0.83,0.0,0.009,32.5,61.0,5.5,0.017,0.022,0.033,0.029,,,,
Bangkok,2019-03-02 11:00:00+00:00,0.017,,44.0,0.9,0.0,0.013,31.3,67.0,3.7,0.021,0.027,0.033,0.023,,,,
Bangkok,2019-03-02 12:00:00+00:00,0.021,,45.0,0.62,0.0,0.005,29.8,69.0,0.0,0.021,0.029,0.032,0.02,,,,
Bangkok,2019-03-02 13:00:00+00:00,0.021,,45.0,0.6,0.0,0.004,29.7,75.0,3.7,0.022,0.031,0.031,0.021,,,,
Bangkok,2019-03-02 14:00:00+00:00,0.022,,45.0,0.49,0.0,0.001,29.1,79.0,3.7,0.027,0.033,0.027,0.022,,,,
Bangkok,2019-03-02 15:00:00+00:00,0.027,,46.0,0.42,0.0,0.0,29.7,72.0,0.0,0.029,0.033,0.027,0.024,,,,
Bangkok,2019-03-02 16:00:00+00:00,0.029,,46.0,0.41,0.0,0.0,28.4,83.0,3.7,0.031,0.032,0.022,0.025,,,,
Bangkok,2019-03-02 17:00:00+00:00,0.031,,46.0,0.4,0.0,0.0,28.2,84.0,3.7,0.033,0.031,0.029,0.026,,,,
Bangkok,2019-03-02 18:00:00+00:00,0.033,,46.0,0.39,0.0,0.0,28.3,82.0,0.0,0.033,0.027,0.031,0.027,,,,
Bangkok,2019-03-02 19:00:00+00:00,0.033,,46.0,0.42,0.0,0.0,28.1,84.0,1.8,0.032,0.027,0.034,0.026,,,,
Bangkok,2019-03-02 20:00:00+00:00,0.032,,46.0,0.42,0.0,0.0,28.0,84.0,1.8,0.031,0.022,0.038,0.026,,,,
Bangkok,2019-03-02 21:00:00+00:00,0.031,,46.0,0.43,0.0,0.0,27.9,83.0,0.0,0.027,0.029,0.041,0.0235,,,,
Bangkok,2019-03-02 22:00:00+00:00,0.027,,46.0,0.45,0.0,0.0,27.7,86.0,1.8,0.027,0.031,0.048,0.021,,,,
Bangkok,2019-03-02 23:00:00+00:00,0.027,,45.0,0.49,0.0,0.0,27.7,86.0,1.8,0.022,0.034,0.047,0.015,,,,
Bangkok,2019-03-03 00:00:00+00:00,0.022,,45.0,0.58,0.0,0.003,28.5,82.0,5.4,0.029,0.038,0.041,0.016,,,,
Bangkok,2019-03-03 01:00:00+00:00,0.029,,45.0,0.52,0.0,0.0,28.8,80.0,1.8,0.031,0.041,0.035,0.023,,,,
Bangkok,2019-03-03 02:00:00+00:00,0.031,,45.0,0.5,0.0,0.0,29.9,74.0,3.7,0.034,0.048,0.029,0.025,,,,
Bangkok,2019-03-03 03:00:00+00:00,0.034,,45.0,0.53,0.0,0.001,31.6,65.0,9.4,0.038,0.047,0.023,0.028,,,,
Bangkok,2019-03-03 04:00:00+00:00,0.038,,45.0,0.56,0.0,0.003,31.8,65.0,5.5,0.041,0.041,0.02,0.03,,,,
Bangkok,2019-03-03 05:00:00+00:00,0.041,,45.0,0.58,0.0,0.005,32.7,62.0,5.5,0.048,0.035,0.021,0.031,,,,
Bangkok,2019-03-03 06:00:00+00:00,0.048,,46.0,0.58,0.0,0.001,34.3,56.0,7.6,0.047,0.029,0.022,0.029,,,,
Bangkok,2019-03-03 07:00:00+00:00,0.047,,46.0,0.6,0.0,0.002,33.8,57.0,5.5,0.041,0.023,0.024,0.03,,,,
Bangkok,2019-03-03 08:00:00+00:00,0.041,,46.0,0.6499999999999999,0.0,0.0035,33.8,56.0,5.5,0.035,0.02,0.025,0.031,,,,
Bangkok,2019-03-03 09:00:00+00:00,0.035,,46.0,0.7,0.0,0.005,34.3,56.0,3.6,0.029,0.021,0.026,0.026,,,,
Bangkok,2019-03-03 10:00:00+00:00,0.029,,46.0,0.69,0.0,0.005,32.7,61.0,3.7,0.023,0.022,0.027,0.024,,,,
Bangkok,2019-03-03 11:00:00+00:00,0.023,,46.0,0.58,0.0,0.003,31.4,67.0,3.7,0.02,0.024,0.026,0.019,,,,
Bangkok,2019-03-03 12:00:00+00:00,0.02,,45.0,0.5,0.0,0.001,29.8,78.0,0.0,0.021,0.025,0.026,0.025,,,,
Bangkok,2019-03-03 13:00:00+00:00,0.021,,45.0,0.43,0.0,0.0,29.7,76.0,3.7,0.022,0.026,0.0235,0.023,,,,
Bangkok,2019-03-03 14:00:00+00:00,0.022,,45.0,0.43,0.0,0.001,29.2,80.0,3.7,0.024,0.027,0.021,0.026,,,,
Bangkok,2019-03-03 15:00:00+00:00,0.024,,45.0,0.4,0.0,0.0,28.8,81.0,0.0,0.025,0.026,0.015,0.03,,,,
Bangkok,2019-03-03 16:00:00+00:00,0.025,,44.0,0.39,0.0,0.0,28.6,83.0,3.7,0.026,0.026,0.016,0.037,,,,
Bangkok,2019-03-03 17:00:00+00:00,0.026,,44.0,0.37,0.0,0.0,28.5,84.0,3.7,0.027,0.0235,0.023,0.043,,,,
Bangkok,2019-03-03 18:00:00+00:00,0.027,,44.0,0.36,0.0,0.0,28.3,84.0,0.0,0.026,0.021,0.025,0.044,,,,
Bangkok,2019-03-03 19:00:00+00:00,0.026,,43.0,0.36,0.0,0.0,28.2,85.0,1.8,0.026,0.015,0.028,0.043,,,,
Bangkok,2019-03-03 20:00:00+00:00,0.026,,43.0,0.36,0.0,0.0,28.1,85.0,1.8,0.0235,0.016,0.03,0.0375,,,,
Bangkok,2019-03-03 21:00:00+00:00,0.0235,,43.0,0.405,0.0,0.0,28.0,85.0,0.0,0.021,0.023,0.031,0.032,,,,
Bangkok,2019-03-03 22:00:00+00:00,0.021,,43.0,0.45,0.0,0.0,27.9,86.0,1.8,0.015,0.025,0.029,0.02,,,,
Bangkok,2019-03-03 23:00:00+00:00,0.015,,42.0,0.57,0.0,0.004,27.9,86.0,1.8,0.016,0.028,0.03,0.007,,,,
Bangkok,2019-03-04 00:00:00+00:00,0.016,,42.0,0.67,0.0,0.004,28.5,82.0,5.4,0.023,0.03,0.031,0.013,,,,
Bangkok,2019-03-04 01:00:00+00:00,0.023,,42.0,0.6,0.0,0.001,29.0,80.0,3.7,0.025,0.031,0.026,0.023,,,,
Bangkok,2019-03-04 02:00:00+00:00,0.025,,41.0,0.51,0.0,0.001,29.9,74.0,3.7,0.028,0.029,0.024,0.027,,,,
Bangkok,2019-03-04 03:00:00+00:00,0.028,,41.0,0.47,0.0,0.0,31.5,67.0,5.4,0.03,0.03,0.019,0.035,,,,
Bangkok,2019-03-04 04:00:00+00:00,0.03,,41.0,0.42,0.0,0.0,31.7,65.0,5.5,0.031,0.031,0.025,0.04,,,,
Bangkok,2019-03-04 05:00:00+00:00,0.031,,41.0,0.44,0.0,0.001,32.5,62.0,7.4,0.029,0.026,0.023,0.041,,,,
Bangkok,2019-03-04 06:00:00+00:00,0.029,,41.0,0.47,0.0,0.001,34.3,59.0,3.6,0.03,0.024,0.026,0.044,,,,
Bangkok,2019-03-04 07:00:00+00:00,0.03,,40.0,0.47,0.0,0.0,33.4,58.0,7.4,0.031,0.019,0.03,0.044,,,,
Bangkok,2019-03-04 08:00:00+00:00,0.031,,39.0,0.52,0.0,0.001,33.5,57.0,7.4,0.026,0.025,0.037,0.037,,,,
Bangkok,2019-03-04 09:00:00+00:00,0.026,,39.0,0.54,0.0,0.001,33.6,58.0,3.6,0.024,0.023,0.043,0.035,,,,
Bangkok,2019-03-04 10:00:00+00:00,0.024,,38.0,0.57,0.0,0.001,32.4,62.0,3.7,0.019,0.026,0.044,0.032,,,,
Bangkok,2019-03-04 11:00:00+00:00,0.019,,38.0,0.67,0.0,0.003,31.1,68.0,3.7,0.025,0.03,0.043,0.033,,,,
Bangkok,2019-03-04 12:00:00+00:00,0.025,,38.0,0.52,0.0,0.002,29.6,77.0,0.0,0.023,0.037,0.0375,0.033,,,,
Bangkok,2019-03-04 13:00:00+00:00,0.023,,37.0,0.53,0.0,0.003,29.4,76.0,3.7,0.026,0.043,0.032,0.031,,,,
Bangkok,2019-03-04 14:00:00+00:00,0.026,,37.0,0.47,0.0,0.0,28.9,80.0,3.7,0.03,0.044,0.02,0.03,,,,
Bangkok,2019-03-04 15:00:00+00:00,0.03,,37.0,0.41,0.0,0.0,28.5,82.0,0.0,0.037,0.043,0.007,0.031,,,,
Bangkok,2019-03-04 16:00:00+00:00,0.037,,37.0,0.4,0.0,0.0,28.3,83.0,3.7,0.043,0.0375,0.013,0.031,,,,
Bangkok,2019-03-04 17:00:00+00:00,0.043,,37.0,0.4,0.0,0.0,28.2,84.0,3.7,0.044,0.032,0.023,0.035,,,,
Bangkok,2019-03-04 18:00:00+00:00,0.044,,37.0,0.4,0.0,0.0,28.2,79.0,0.0,0.043,0.02,0.027,0.034,,,,
Bangkok,2019-03-04 19:00:00+00:00,0.043,,38.0,0.42,0.0,0.0,27.9,85.0,1.8,0.0375,0.007,0.035,0.0305,,,,
Bangkok,2019-03-04 20:00:00+00:00,0.0375,,38.0,0.425,0.0,0.0,27.8,86.0,1.8,0.032,0.013,0.04,0.027,,,,
Bangkok,2019-03-04 21:00:00+00:00,0.032,,38.0,0.43,0.0,0.0,28.0,80.0,0.0,0.02,0.023,0.041,0.015,,,,
Bangkok,2019-03-04 22:00:00+00:00,0.02,,38.0,0.59,0.0,0.005,27.6,85.0,1.8,0.007,0.027,0.044,0.005,,,,
Bangkok,2019-03-04 23:00:00+00:00,0.007,,39.0,0.95,0.0,0.017,27.5,86.0,1.8,0.013,0.035,0.044,0.003,,,,
Bangkok,2019-03-05 00:00:00+00:00,0.013,,39.0,0.91,0.0,0.011,27.3,85.0,1.8,0.023,0.04,0.037,0.003,,,,
Bangkok,2019-03-05 01:00:00+00:00,0.023,,40.0,0.73,0.0,0.005,28.7,79.0,3.7,0.027,0.041,0.035,0.008,,,,
Bangkok,2019-03-05 02:00:00+00:00,0.027,,40.0,0.67,0.0,0.008,29.7,74.0,3.7,0.035,0.044,0.032,0.02,,,,
Bangkok,2019-03-05 03:00:00+00:00,0.035,,40.0,0.54,0.0,0.003,31.6,65.0,5.4,0.04,0.044,0.033,0.036,,,,
Bangkok,2019-03-05 04:00:00+00:00,0.04,,40.0,0.48,0.0,0.001,31.6,65.0,5.5,0.041,0.037,0.033,0.053,,,,
Bangkok,2019-03-05 05:00:00+00:00,0.041,,40.0,0.51,0.0,0.001,32.4,61.0,5.5,0.044,0.035,0.031,0.045,,,,
Bangkok,2019-03-05 06:00:00+00:00,0.044,,40.0,0.47,0.0,0.001,33.3,56.0,11.2,0.044,0.032,0.03,0.047,,,,
Bangkok,2019-03-05 07:00:00+00:00,0.044,,40.0,0.45,0.0,0.002,33.4,57.0,7.4,0.037,0.033,0.031,0.04,,,,
Bangkok,2019-03-05 08:00:00+00:00,0.037,,40.0,0.57,0.0,0.006,33.4,56.0,5.5,0.035,0.033,0.031,0.035,,,,
Bangkok,2019-03-05 09:00:00+00:00,0.035,,41.0,0.63,0.0,0.009,32.7,51.0,14.8,0.032,0.031,0.035,0.026,,,,
Bangkok,2019-03-05 10:00:00+00:00,0.032,,41.0,0.68,0.0,0.009,32.2,60.0,5.5,0.033,0.03,0.034,0.021,,,,
Bangkok,2019-03-05 11:00:00+00:00,0.033,,42.0,0.63,0.0,0.008,30.9,65.0,3.7,0.033,0.031,0.0305,0.018,,,,
Bangkok,2019-03-05 12:00:00+00:00,0.033,,42.0,0.61,0.0,0.006,29.0,72.0,3.6,0.031,0.031,0.027,0.019,,,,
Bangkok,2019-03-05 13:00:00+00:00,0.031,,42.0,0.53,0.0,0.003,29.0,74.0,3.7,0.03,0.035,0.015,0.018,,,,
Bangkok,2019-03-05 14:00:00+00:00,0.03,,42.0,0.51,0.0,0.003,28.4,78.0,3.7,0.031,0.034,0.005,0.017,,,,
Bangkok,2019-03-05 15:00:00+00:00,0.031,,42.0,0.46,0.0,0.001,28.3,84.0,0.0,0.031,0.0305,0.003,0.019,,,,
Bangkok,2019-03-05 16:00:00+00:00,0.031,,42.0,0.42,0.0,0.0,27.8,81.0,3.7,0.035,0.027,0.003,0.02,,,,
Bangkok,2019-03-05 17:00:00+00:00,0.035,,42.0,0.4,0.0,0.0,27.7,82.0,3.7,0.034,0.015,0.008,0.022,,,,
Bangkok,2019-03-05 18:00:00+00:00,0.034,,42.0,0.42,0.0,0.0,27.8,81.0,0.0,0.0305,0.005,0.02,0.022,,,,
Bangkok,2019-03-05 19:00:00+00:00,0.0305,,41.5,0.44999999999999996,0.0,0.0,27.6,84.0,1.8,0.027,0.003,0.036,0.022,,,,
Bangkok,2019-03-05 20:00:00+00:00,0.027,,41.0,0.48,0.0,0.0,27.4,85.0,1.8,0.015,0.003,0.053,0.019,,,,
